Vardas         Pavarde           Galutinis (med.)
Vardas58673    Pavarde58673      2.20    
Vardas72620    Pavarde72620      2.20    
Vardas66039    Pavarde66039      2.20    
Vardas11599    Pavarde11599      2.20    
Vardas50522    Pavarde50522      2.20    
Vardas12203    Pavarde12203      2.20    
Vardas36583    Pavarde36583      2.20    
Vardas45836    Pavarde45836      2.20    
Vardas13494    Pavarde13494      2.20    
Vardas8105     Pavarde8105       2.00    
Vardas40518    Pavarde40518      2.20    
Vardas72551    Pavarde72551      2.20    
Vardas2507     Pavarde2507       2.20    
Vardas60262    Pavarde60262      1.80    
Vardas7107     Pavarde7107       2.20    
Vardas74822    Pavarde74822      2.00    
Vardas83351    Pavarde83351      2.20    
Vardas20234    Pavarde20234      2.40    
Vardas33996    Pavarde33996      2.00    
Vardas54056    Pavarde54056      2.20    
Vardas37142    Pavarde37142      1.80    
Vardas54049    Pavarde54049      2.20    
Vardas63702    Pavarde63702      2.40    
Vardas53389    Pavarde53389      2.40    
Vardas7208     Pavarde7208       2.20    
Vardas17891    Pavarde17891      2.00    
Vardas55083    Pavarde55083      2.00    
Vardas93683    Pavarde93683      2.20    
Vardas34147    Pavarde34147      2.00    
Vardas5823     Pavarde5823       2.60    
Vardas61452    Pavarde61452      2.40    
Vardas44524    Pavarde44524      2.00    
Vardas55131    Pavarde55131      2.60    
Vardas40709    Pavarde40709      2.00    
Vardas99269    Pavarde99269      2.40    
Vardas55472    Pavarde55472      2.20    
Vardas32347    Pavarde32347      2.20    
Vardas12833    Pavarde12833      2.00    
Vardas79729    Pavarde79729      2.60    
Vardas42490    Pavarde42490      2.20    
Vardas37617    Pavarde37617      2.40    
Vardas20438    Pavarde20438      2.40    
Vardas42239    Pavarde42239      2.00    
Vardas35691    Pavarde35691      2.60    
Vardas78493    Pavarde78493      2.60    
Vardas8378     Pavarde8378       2.60    
Vardas87768    Pavarde87768      2.40    
Vardas94014    Pavarde94014      2.00    
Vardas84281    Pavarde84281      2.40    
Vardas58336    Pavarde58336      2.40    
Vardas14165    Pavarde14165      2.40    
Vardas14543    Pavarde14543      2.40    
Vardas20362    Pavarde20362      2.40    
Vardas84698    Pavarde84698      2.40    
Vardas72303    Pavarde72303      2.20    
Vardas18564    Pavarde18564      2.40    
Vardas63511    Pavarde63511      2.20    
Vardas96461    Pavarde96461      2.00    
Vardas25697    Pavarde25697      2.40    
Vardas12280    Pavarde12280      2.20    
Vardas42298    Pavarde42298      2.60    
Vardas89933    Pavarde89933      2.20    
Vardas37897    Pavarde37897      2.20    
Vardas86452    Pavarde86452      2.40    
Vardas14539    Pavarde14539      2.20    
Vardas88011    Pavarde88011      2.20    
Vardas4660     Pavarde4660       2.40    
Vardas47609    Pavarde47609      2.20    
Vardas70871    Pavarde70871      1.80    
Vardas87140    Pavarde87140      2.20    
Vardas39204    Pavarde39204      2.40    
Vardas96350    Pavarde96350      2.40    
Vardas43225    Pavarde43225      2.40    
Vardas10721    Pavarde10721      2.00    
Vardas13118    Pavarde13118      2.40    
Vardas75911    Pavarde75911      2.40    
Vardas77959    Pavarde77959      2.60    
Vardas4109     Pavarde4109       2.40    
Vardas62558    Pavarde62558      2.60    
Vardas76962    Pavarde76962      2.40    
Vardas74168    Pavarde74168      2.20    
Vardas32202    Pavarde32202      2.20    
Vardas43205    Pavarde43205      2.20    
Vardas40885    Pavarde40885      2.20    
Vardas81005    Pavarde81005      2.40    
Vardas10572    Pavarde10572      2.40    
Vardas78544    Pavarde78544      2.40    
Vardas9305     Pavarde9305       2.00    
Vardas45638    Pavarde45638      2.60    
Vardas74217    Pavarde74217      2.20    
Vardas21672    Pavarde21672      2.60    
Vardas56478    Pavarde56478      2.40    
Vardas66857    Pavarde66857      2.00    
Vardas4131     Pavarde4131       2.20    
Vardas81230    Pavarde81230      2.20    
Vardas16389    Pavarde16389      2.40    
Vardas68089    Pavarde68089      2.20    
Vardas62940    Pavarde62940      2.20    
Vardas54669    Pavarde54669      2.80    
Vardas28023    Pavarde28023      2.20    
Vardas64086    Pavarde64086      1.80    
Vardas32960    Pavarde32960      2.40    
Vardas97348    Pavarde97348      2.60    
Vardas45811    Pavarde45811      2.40    
Vardas78793    Pavarde78793      2.20    
Vardas90744    Pavarde90744      2.40    
Vardas167      Pavarde167        2.20    
Vardas41673    Pavarde41673      2.20    
Vardas70552    Pavarde70552      2.20    
Vardas33221    Pavarde33221      2.20    
Vardas64154    Pavarde64154      2.20    
Vardas78840    Pavarde78840      2.40    
Vardas47263    Pavarde47263      2.40    
Vardas1428     Pavarde1428       2.40    
Vardas93023    Pavarde93023      2.20    
Vardas57168    Pavarde57168      2.00    
Vardas86197    Pavarde86197      2.00    
Vardas82740    Pavarde82740      2.60    
Vardas41336    Pavarde41336      2.40    
Vardas3583     Pavarde3583       2.40    
Vardas13454    Pavarde13454      2.20    
Vardas9849     Pavarde9849       2.00    
Vardas29657    Pavarde29657      2.20    
Vardas98834    Pavarde98834      2.40    
Vardas9900     Pavarde9900       2.40    
Vardas66921    Pavarde66921      2.60    
Vardas38434    Pavarde38434      2.40    
Vardas42126    Pavarde42126      2.20    
Vardas55031    Pavarde55031      1.80    
Vardas86458    Pavarde86458      2.20    
Vardas60212    Pavarde60212      2.40    
Vardas88460    Pavarde88460      2.20    
Vardas55059    Pavarde55059      2.40    
Vardas50630    Pavarde50630      2.40    
Vardas63561    Pavarde63561      2.20    
Vardas11679    Pavarde11679      2.40    
Vardas13085    Pavarde13085      2.20    
Vardas79961    Pavarde79961      2.20    
Vardas3493     Pavarde3493       2.40    
Vardas94831    Pavarde94831      2.40    
Vardas29598    Pavarde29598      2.20    
Vardas42643    Pavarde42643      1.80    
Vardas3047     Pavarde3047       2.40    
Vardas24658    Pavarde24658      2.20    
Vardas98554    Pavarde98554      2.60    
Vardas52658    Pavarde52658      2.40    
Vardas66153    Pavarde66153      2.40    
Vardas35752    Pavarde35752      2.20    
Vardas58277    Pavarde58277      2.20    
Vardas82143    Pavarde82143      2.40    
Vardas2747     Pavarde2747       2.40    
Vardas90688    Pavarde90688      2.20    
Vardas34234    Pavarde34234      2.00    
Vardas21591    Pavarde21591      2.00    
Vardas24611    Pavarde24611      2.40    
Vardas43265    Pavarde43265      2.40    
Vardas87551    Pavarde87551      2.20    
Vardas26247    Pavarde26247      2.60    
Vardas45597    Pavarde45597      2.20    
Vardas98514    Pavarde98514      2.40    
Vardas78494    Pavarde78494      1.80    
Vardas58474    Pavarde58474      2.60    
Vardas69855    Pavarde69855      2.20    
Vardas29129    Pavarde29129      2.40    
Vardas95490    Pavarde95490      2.20    
Vardas53317    Pavarde53317      2.20    
Vardas91347    Pavarde91347      2.40    
Vardas86897    Pavarde86897      2.20    
Vardas91350    Pavarde91350      2.20    
Vardas86885    Pavarde86885      2.40    
Vardas58688    Pavarde58688      2.00    
Vardas88445    Pavarde88445      2.20    
Vardas11453    Pavarde11453      2.40    
Vardas23440    Pavarde23440      2.20    
Vardas57898    Pavarde57898      2.40    
Vardas98003    Pavarde98003      2.20    
Vardas17607    Pavarde17607      2.40    
Vardas72819    Pavarde72819      2.20    
Vardas8527     Pavarde8527       2.40    
Vardas32793    Pavarde32793      2.20    
Vardas32801    Pavarde32801      2.60    
Vardas57890    Pavarde57890      2.40    
Vardas46847    Pavarde46847      2.20    
Vardas14475    Pavarde14475      2.20    
Vardas87252    Pavarde87252      2.20    
Vardas67192    Pavarde67192      2.20    
Vardas43877    Pavarde43877      2.60    
Vardas55990    Pavarde55990      2.20    
Vardas54619    Pavarde54619      2.40    
Vardas56744    Pavarde56744      2.20    
Vardas91424    Pavarde91424      2.60    
Vardas92399    Pavarde92399      2.20    
Vardas56715    Pavarde56715      2.00    
Vardas45214    Pavarde45214      2.20    
Vardas5969     Pavarde5969       2.60    
Vardas59312    Pavarde59312      2.20    
Vardas27216    Pavarde27216      2.40    
Vardas37965    Pavarde37965      2.40    
Vardas30203    Pavarde30203      2.60    
Vardas45672    Pavarde45672      2.80    
Vardas69676    Pavarde69676      2.20    
Vardas37862    Pavarde37862      2.20    
Vardas57216    Pavarde57216      2.40    
Vardas9425     Pavarde9425       2.40    
Vardas28121    Pavarde28121      2.00    
Vardas82387    Pavarde82387      2.40    
Vardas86194    Pavarde86194      2.20    
Vardas72628    Pavarde72628      2.60    
Vardas94289    Pavarde94289      2.00    
Vardas15011    Pavarde15011      2.20    
Vardas58101    Pavarde58101      2.00    
Vardas59647    Pavarde59647      2.60    
Vardas83447    Pavarde83447      2.40    
Vardas54886    Pavarde54886      2.40    
Vardas10435    Pavarde10435      2.20    
Vardas43900    Pavarde43900      2.60    
Vardas31363    Pavarde31363      2.00    
Vardas56465    Pavarde56465      2.20    
Vardas93876    Pavarde93876      2.20    
Vardas96432    Pavarde96432      1.80    
Vardas31326    Pavarde31326      2.60    
Vardas89597    Pavarde89597      2.60    
Vardas93579    Pavarde93579      2.00    
Vardas11391    Pavarde11391      2.40    
Vardas36742    Pavarde36742      2.40    
Vardas49643    Pavarde49643      2.60    
Vardas5013     Pavarde5013       2.40    
Vardas13907    Pavarde13907      2.40    
Vardas25519    Pavarde25519      2.20    
Vardas4161     Pavarde4161       2.40    
Vardas92622    Pavarde92622      1.80    
Vardas21379    Pavarde21379      2.40    
Vardas13931    Pavarde13931      2.20    
Vardas73948    Pavarde73948      2.00    
Vardas44737    Pavarde44737      2.40    
Vardas97492    Pavarde97492      2.60    
Vardas41876    Pavarde41876      2.60    
Vardas61261    Pavarde61261      2.20    
Vardas23018    Pavarde23018      2.40    
Vardas11137    Pavarde11137      2.20    
Vardas44104    Pavarde44104      2.20    
Vardas56359    Pavarde56359      2.20    
Vardas15129    Pavarde15129      2.20    
Vardas52468    Pavarde52468      2.60    
Vardas31120    Pavarde31120      2.20    
Vardas67357    Pavarde67357      2.00    
Vardas40050    Pavarde40050      2.20    
Vardas28924    Pavarde28924      2.40    
Vardas40012    Pavarde40012      1.80    
Vardas26276    Pavarde26276      2.20    
Vardas84326    Pavarde84326      2.60    
Vardas95138    Pavarde95138      2.20    
Vardas50471    Pavarde50471      2.20    
Vardas13996    Pavarde13996      2.20    
Vardas57920    Pavarde57920      2.20    
Vardas18648    Pavarde18648      2.60    
Vardas55064    Pavarde55064      1.80    
Vardas7451     Pavarde7451       2.20    
Vardas96667    Pavarde96667      2.60    
Vardas6337     Pavarde6337       2.20    
Vardas97428    Pavarde97428      2.00    
Vardas97076    Pavarde97076      2.40    
Vardas36039    Pavarde36039      2.40    
Vardas66915    Pavarde66915      2.20    
Vardas2328     Pavarde2328       2.20    
Vardas91745    Pavarde91745      2.20    
Vardas2324     Pavarde2324       2.00    
Vardas90638    Pavarde90638      2.40    
Vardas16634    Pavarde16634      2.40    
Vardas63657    Pavarde63657      2.60    
Vardas73198    Pavarde73198      2.20    
Vardas39759    Pavarde39759      2.40    
Vardas87378    Pavarde87378      2.60    
Vardas67350    Pavarde67350      2.40    
Vardas26807    Pavarde26807      2.60    
Vardas34156    Pavarde34156      2.60    
Vardas67264    Pavarde67264      2.20    
Vardas45401    Pavarde45401      2.60    
Vardas56234    Pavarde56234      2.20    
Vardas63385    Pavarde63385      2.20    
Vardas94143    Pavarde94143      2.40    
Vardas99690    Pavarde99690      2.20    
Vardas59154    Pavarde59154      2.40    
Vardas49548    Pavarde49548      2.60    
Vardas83108    Pavarde83108      2.20    
Vardas11185    Pavarde11185      2.40    
Vardas21174    Pavarde21174      2.20    
Vardas42122    Pavarde42122      2.00    
Vardas15074    Pavarde15074      2.20    
Vardas96773    Pavarde96773      2.40    
Vardas59346    Pavarde59346      2.40    
Vardas46682    Pavarde46682      2.60    
Vardas64264    Pavarde64264      2.20    
Vardas67767    Pavarde67767      2.00    
Vardas6076     Pavarde6076       2.20    
Vardas573      Pavarde573        2.40    
Vardas55689    Pavarde55689      2.20    
Vardas85783    Pavarde85783      2.40    
Vardas90222    Pavarde90222      2.60    
Vardas48335    Pavarde48335      2.40    
Vardas98190    Pavarde98190      1.80    
Vardas94942    Pavarde94942      2.20    
Vardas44581    Pavarde44581      2.20    
Vardas46537    Pavarde46537      2.20    
Vardas62674    Pavarde62674      2.60    
Vardas54478    Pavarde54478      2.40    
Vardas86657    Pavarde86657      2.20    
Vardas57696    Pavarde57696      2.80    
Vardas15410    Pavarde15410      2.20    
Vardas67365    Pavarde67365      2.60    
Vardas91420    Pavarde91420      2.20    
Vardas99431    Pavarde99431      2.20    
Vardas62972    Pavarde62972      2.40    
Vardas74693    Pavarde74693      2.00    
Vardas11387    Pavarde11387      2.20    
Vardas90749    Pavarde90749      2.40    
Vardas93191    Pavarde93191      2.20    
Vardas661      Pavarde661        2.20    
Vardas29236    Pavarde29236      2.60    
Vardas3132     Pavarde3132       2.20    
Vardas30506    Pavarde30506      2.20    
Vardas22044    Pavarde22044      2.60    
Vardas22500    Pavarde22500      2.20    
Vardas43902    Pavarde43902      2.20    
Vardas9000     Pavarde9000       2.20    
Vardas92612    Pavarde92612      2.20    
Vardas17622    Pavarde17622      2.20    
Vardas2669     Pavarde2669       2.40    
Vardas18670    Pavarde18670      2.00    
Vardas48920    Pavarde48920      2.40    
Vardas45810    Pavarde45810      2.20    
Vardas55312    Pavarde55312      2.40    
Vardas30563    Pavarde30563      2.20    
Vardas59415    Pavarde59415      2.00    
Vardas94841    Pavarde94841      2.20    
Vardas92144    Pavarde92144      2.20    
Vardas44574    Pavarde44574      2.00    
Vardas54662    Pavarde54662      2.20    
Vardas31214    Pavarde31214      2.20    
Vardas80192    Pavarde80192      2.40    
Vardas90177    Pavarde90177      2.60    
Vardas70082    Pavarde70082      2.40    
Vardas1849     Pavarde1849       2.20    
Vardas81656    Pavarde81656      2.40    
Vardas33884    Pavarde33884      2.60    
Vardas66150    Pavarde66150      2.20    
Vardas65937    Pavarde65937      2.40    
Vardas16822    Pavarde16822      2.20    
Vardas34918    Pavarde34918      2.20    
Vardas90181    Pavarde90181      2.40    
Vardas91064    Pavarde91064      2.20    
Vardas41244    Pavarde41244      2.00    
Vardas7538     Pavarde7538       2.20    
Vardas65008    Pavarde65008      2.20    
Vardas23641    Pavarde23641      2.60    
Vardas17605    Pavarde17605      2.20    
Vardas46001    Pavarde46001      2.60    
Vardas50502    Pavarde50502      2.00    
Vardas88367    Pavarde88367      2.40    
Vardas38578    Pavarde38578      2.60    
Vardas53630    Pavarde53630      2.20    
Vardas56619    Pavarde56619      2.20    
Vardas34005    Pavarde34005      2.20    
Vardas16287    Pavarde16287      2.20    
Vardas81138    Pavarde81138      2.40    
Vardas89410    Pavarde89410      2.60    
Vardas19624    Pavarde19624      2.00    
Vardas18823    Pavarde18823      2.60    
Vardas20617    Pavarde20617      2.40    
Vardas92370    Pavarde92370      2.20    
Vardas27813    Pavarde27813      2.60    
